"Neighborhood","Activated","Latitude","Longitude"
"Baisley Park",2016-01-01,40.6849500002,-73.7872199999
"South Jamaica",2016-01-01,40.7042649997,-73.7845620001
"Stuyvesant Heights",2017-04-01,40.6790149999,-73.9218019995
"Gramercy",2017-07-01,40.7409892697,-73.9817322798
"Morningside Heights",2016-09-01,40.8094122201,-73.9590295104
"Sunset Park West",2017-08-01,40.6588079996,-73.9995320004
"Prospect Lefferts Gardens-Wingate",2016-01-01,40.6574300004,-73.9471600002
"Fort Greene",2016-01-01,40.6844600003,-73.9768900005
"Midtown-Midtown South",2017-06-01,40.7630360003,-73.981711
"East Village",2016-11-01,40.7292359997,-73.9870809999
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2016-01-01,40.5777599999,-73.9455600003
"Gramercy",2017-07-01,40.7341476497,-73.9887398304
"Midtown-Midtown South",2016-11-01,40.7616400002,-73.9829960005
"East Flatbush-Farragut",2017-10-01,40.6510468198,-73.9439693004
"Hudson Yards-Chelsea-Flatiron-Union Square",2019-01-01,40.7530670003,-74.0038110003
"Murray Hill-Kips Bay",2018-05-01,40.7473952501,-73.9738281895
"Seagate-Coney Island",2016-01-01,40.573218,-73.981826
"Mott Haven-Port Morris",2016-01-01,40.811544,-73.9141379999
"Hunters Point-Sunnyside-West Maspeth",2017-03-01,40.7425327137,-73.9153424486
"Central Harlem North-Polo Grounds",2016-01-01,40.8204209997,-73.9362449999
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6933479999,-73.9874190001
"park-cemetery-etc-Brooklyn",2016-01-01,40.605008,-73.930027
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7558389004,-74.0019611005
"Murray Hill",2016-01-01,40.7705319997,-73.8055069995
"Greenpoint",2017-08-01,40.7346839996,-73.955096
"Murray Hill-Kips Bay",2018-04-01,40.7442592202,-73.9832481797
"Stuyvesant Heights",2016-01-01,40.683004902,-73.9348054703
"East Village",2016-11-01,40.726263,-73.9892480004
"Eastchester-Edenwald-Baychester",2016-01-01,40.8876370002,-73.8359510002
"Midtown-Midtown South",2016-07-01,40.7466239999,-73.9883989996
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",2016-01-01,40.5778459998,-73.8357610006
"West Village",2016-01-01,40.7334220001,-74.0029059997
"Bushwick South",2018-07-01,40.6988762301,-73.93844701
"Erasmus",2017-05-01,40.65002892,-73.95850153
"Richmond Hill",2017-08-01,40.6970469998,-73.8372929994
"Williamsbridge-Olinville",2016-01-01,40.8745499996,-73.8655400005
"Battery Park City-Lower Manhattan",2016-01-01,40.7103739997,-74.0075820002
"Washington Heights North",2016-01-01,40.855225,-73.9294119998
"East Village",2017-06-01,40.7235799299,-73.9883900999
"East Harlem North",2016-01-01,40.798728,-73.9455979999
"Upper East Side-Carnegie Hill",2016-03-01,40.7630370002,-73.9656530001
"Carroll Gardens-Columbia Street-Red Hook",2016-01-01,40.6771929997,-74.0087229996
"Mott Haven-Port Morris",2018-07-01,40.8082927298,-73.9233322803
"Midtown-Midtown South",2018-04-01,40.7578690696,-73.9857028298
"Murray Hill-Kips Bay",2018-06-01,40.7420686204,-73.9776944904
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7424774535,-74.0029621124
"Fort Greene",2017-01-01,40.6869605882,-73.9763707911
"Queensbridge-Ravenswood-Long Island City",2018-01-01,40.75114906,-73.9349427403
"Mount Hope",2017-08-01,40.8466464111,-73.9013916343
"Murray Hill-Kips Bay",2016-01-01,40.7438759999,-73.9793160002
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6959021997,-73.9873941004
"Hunters Point-Sunnyside-West Maspeth",2017-03-01,40.7422112697,-73.9189950494
"Central Harlem North-Polo Grounds",2017-05-01,40.8259668699,-73.9397673395
"Crown Heights South",2017-03-01,40.6662028303,-73.9509133495
"Park Slope-Gowanus",2017-04-01,40.6697310497,-73.98595804
"Lincoln Square",2016-07-01,40.7753902798,-73.9818287895
"Midtown-Midtown South",2016-01-01,40.7537999998,-73.9833000001
"Central Harlem North-Polo Grounds",2016-01-01,40.8160890001,-73.9466880005
"West Village",2016-01-01,40.7347890004,-73.9907300001
"Bedford Park-Fordham North",2017-04-01,40.8611743803,-73.8964435503
"Midtown-Midtown South",2016-12-01,40.7566381504,-73.9866335805
"University Heights-Morris Heights",2017-01-01,40.8547640001,-73.911439
"Lincoln Square",2016-01-01,40.7714420004,-73.9881089996
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7430700002,-73.9842639999
"Central Harlem South",2016-01-01,40.802098,-73.9496249998
"East Harlem North",2016-03-01,40.8015401826,-73.9372489995
"Lenox Hill-Roosevelt Island",2018-03-01,40.7619102704,-73.9601529002
"Prospect Lefferts Gardens-Wingate",2017-04-01,40.65245679,-73.9591152904
"Mount Hope",2016-07-01,40.853157,-73.9054030004
"Chinatown",2016-01-01,40.7141700004,-73.999153
"Central Harlem North-Polo Grounds",2016-01-01,40.8144473597,-73.9479195796
"Central Harlem North-Polo Grounds",2017-09-01,40.8229022502,-73.9383645499
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",2016-01-01,40.5805589998,-73.8262959997
"Central Harlem South",2016-01-01,40.8075429999,-73.9527930003
"Carroll Gardens-Columbia Street-Red Hook",2017-10-01,40.6834360701,-73.9927725399
"Bay Ridge",2016-01-01,40.6336257134,-74.0295383519
"Seagate-Coney Island",2016-01-01,40.5726690002,-73.9857469998
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7132820004,-74.0069779997
"Central Harlem North-Polo Grounds",2017-06-01,40.8172640003,-73.9420560004
"park-cemetery-etc-Brooklyn",2016-01-01,40.6630940002,-73.9762919996
"Crown Heights North",2017-06-01,40.6799869996,-73.9494730004
"East Williamsburg",2018-02-01,40.7053709599,-73.9499634901
"Springfield Gardens North",2016-01-01,40.6726799999,-73.7867800003
"Hamilton Heights",2016-07-01,40.8227039603,-73.9534982898
"Governors Island",2016-01-01,40.6893300003,-74.0180500002
"Forest Hills",2016-01-01,40.7221469532,-73.8430149968
"Central Harlem North-Polo Grounds",2018-02-01,40.8178214504,-73.9420745097
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.693727,-73.9829092002
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7445100483,-73.9959597161
"Annadale-Huguenot-Prince's Bay-Eltingville",2016-01-01,40.5192370001,-74.1882309996
"Central Harlem North-Polo Grounds",2016-01-01,40.8126279999,-73.9454440003
"Lincoln Square",2016-01-01,40.7772412099,-73.9786294005
"Yorkville",2016-03-01,40.7770200297,-73.9551390798
"Midtown-Midtown South",2016-04-01,40.7491220002,-73.9955530001
"Crown Heights North",2018-01-01,40.6767139998,-73.9558579996
"Crown Heights South",2016-12-01,40.6696520904,-73.9582614199
"Morningside Heights",2018-03-01,40.8005915797,-73.9617454
"Turtle Bay-East Midtown",2016-01-01,40.7621860177,-73.9693817047
"Upper East Side-Carnegie Hill",2016-03-01,40.7723666296,-73.9589468301
"Midtown-Midtown South",2016-01-01,40.7639709998,-73.977451
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-02-01,40.7454479996,-73.9945369999
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6966519998,-73.9860739998
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7424185497,-74.0044441302
"Upper West Side",2016-06-01,40.7908180001,-73.9748099995
"East Tremont",2016-01-01,40.8446740907,-73.8830446904
"Turtle Bay-East Midtown",2017-12-01,40.7492030004,-73.9725070002
"Turtle Bay-East Midtown",2016-07-01,40.7501559997,-73.9747410004
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7142086503,-74.0065116999
"Midtown-Midtown South",2018-06-01,40.74832255,-73.9823715995
"Midtown-Midtown South",2016-12-01,40.7471144096,-73.9852446298
"Elmhurst",2016-01-01,40.7466439998,-73.8913379995
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6912240004,-73.9866200005
"Chinatown",2016-01-01,40.7133330705,-73.9964898664
"Turtle Bay-East Midtown",2016-02-01,40.7538990003,-73.9723259995
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7497830003,-74.0007109994
"West Concourse",2016-01-01,40.8279049997,-73.9256510001
"Far Rockaway-Bayswater",2016-01-01,40.595714,-73.7472470003
"Lincoln Square",2018-08-01,40.7717801999,-73.9827730899
"Upper West Side",2017-08-01,40.7964252499,-73.9702790098
"Oakwood-Oakwood Beach",2017-02-01,40.5638429997,-74.1160749996
"Seagate-Coney Island",2016-01-01,40.5734280001,-73.9798529994
"Clinton Hill",2018-06-01,40.6822675301,-73.9677531801
"Brooklyn Heights-Cobble Hill",2016-01-01,40.6976690001,-73.9971830001
"Fort Greene",2016-01-01,40.689942,-73.9821580005
"Turtle Bay-East Midtown",2018-03-01,40.7576043101,-73.9635934496
"Woodhaven",2017-09-01,40.6946968597,-73.8478443998
"park-cemetery-etc-Manhattan",2016-01-01,40.7814329998,-73.9721430001
"Chinatown",2018-02-01,40.7170947502,-73.9905810202
"Murray Hill-Kips Bay",2018-05-01,40.7472510597,-73.97424149
"Bedford Park-Fordham North",2017-03-01,40.8600269997,-73.8933429997
"West Village",2016-11-01,40.7338917502,-73.9910560302
"Midtown-Midtown South",2017-05-01,40.7605266203,-73.9835375003
"Morrisania-Melrose",2016-01-01,40.8312637226,-73.9017889765
"Midtown-Midtown South",2017-03-01,40.7624675498,-73.9747322798
"North Side-South Side",2018-02-01,40.7139138601,-73.9669304196
"Midtown-Midtown South",2017-06-01,40.7498799998,-73.9949930003
"East Williamsburg",2017-08-01,40.7016675303,-73.9424885901
"Lenox Hill-Roosevelt Island",2018-02-01,40.7610490404,-73.9641806703
"Melrose South-Mott Haven North",2018-04-01,40.8223379197,-73.9094274804
"Crown Heights South",2017-04-01,40.6673461304,-73.9508092804
"East Harlem South",2016-06-01,40.7904010003,-73.9456830002
"Flushing",2016-01-01,40.7577740683,-73.8288846851
"Jamaica",2016-09-01,40.7018529997,-73.8064769994
"Fort Greene",2016-01-01,40.6899890004,-73.9809279998
"Upper East Side-Carnegie Hill",2016-03-01,40.7742070002,-73.9574989999
"Greenpoint",2017-08-01,40.7195109999,-73.9468529999
"Central Harlem North-Polo Grounds",2016-01-01,40.8116839996,-73.9500420005
"Midtown-Midtown South",2016-01-01,40.753689,-73.9847689996
"Hunters Point-Sunnyside-West Maspeth",2017-02-01,40.7441509999,-73.9298290005
"Melrose South-Mott Haven North",2017-03-01,40.8188603597,-73.9142424597
"Turtle Bay-East Midtown",2016-03-01,40.7507165403,-73.97408803
"Hudson Yards-Chelsea-Flatiron-Union Square",2017-05-01,40.7411230003,-74.0013699997
"South Jamaica",2016-01-01,40.7038899997,-73.7857049999
"Pelham Bay-Country Club-City Island",2016-01-01,40.8483220004,-73.8207499997
"Midtown-Midtown South",2016-07-01,40.7661747896,-73.9819878095
"Charleston-Richmond Valley-Tottenville",2016-01-01,40.5095311239,-74.2441067083
"Morningside Heights",2016-01-01,40.8060908156,-73.9647620603
"Upper West Side",2018-04-01,40.7959958603,-73.9705994306
"Park Slope-Gowanus",2017-09-01,40.6752539996,-73.9814689995
"Stuyvesant Heights",2017-02-01,40.6786540002,-73.916507
"SoHo-TriBeCa-Civic Center-Little Italy",2017-05-01,40.7279779796,-74.0069865805
"Upper West Side",2017-10-01,40.8010840004,-73.9677070001
"Turtle Bay-East Midtown",2018-02-01,40.7534959998,-73.9692610002
"Central Harlem South",2016-01-01,40.8022979998,-73.9524049995
"Richmond Hill",2017-08-01,40.6952213803,-73.8411874596
"Lincoln Square",2016-01-01,40.7735069912,-73.9845468452
"Washington Heights South",2016-01-01,40.8465619999,-73.9408600002
"Clinton",2017-11-01,40.76778999,-73.9896589799
"Old Town-Dongan Hills-South Beach",2017-05-01,40.5890320001,-74.1016839999
"Turtle Bay-East Midtown",2018-06-01,40.7592336602,-73.9655037894
"Brownsville",2016-01-01,40.6570279997,-73.9031520003
"Seagate-Coney Island",2016-01-01,40.5732180002,-73.9818270003
"Murray Hill-Kips Bay",2017-11-01,40.7399626397,-73.9795441903
"Manhattanville",2018-05-01,40.8188679796,-73.9518703894
"Elmhurst",2017-08-01,40.7470591104,-73.8888199003
"West Concourse",2016-07-01,40.8278247098,-73.9248328005
"Williamsburg",2016-01-01,40.7069304247,-73.9575546134
"Midtown-Midtown South",2016-04-01,40.7577530003,-73.9892520005
"Prospect Lefferts Gardens-Wingate",2017-03-01,40.6577396499,-73.9504069702
"Astoria",2018-06-01,40.76970698,-73.9166731598
"Washington Heights South",2018-04-01,40.8471969,-73.9351479
"Prospect Heights",2018-04-01,40.6775887797,-73.9730618003
"East Harlem North",2018-03-01,40.7987858204,-73.9397652399
"Clinton",2016-04-01,40.76107343,-73.9872514905
"Clinton",2017-11-01,40.7647862798,-73.9915898402
"Murray Hill-Kips Bay",2017-05-01,40.7432290003,-73.9817970003
"Borough Park",2016-01-01,40.623457,-73.9828840002
"Murray Hill-Kips Bay",2018-04-01,40.7393412303,-73.9799854299
"Hamilton Heights",2016-07-01,40.8260900002,-73.9504820004
"Upper West Side",2018-01-01,40.7832260001,-73.980756
"Far Rockaway-Bayswater",2016-01-01,40.6023489997,-73.7514020003
"Hunters Point-Sunnyside-West Maspeth",2018-04-01,40.7519530003,-73.9274929997
"Battery Park City-Lower Manhattan",2016-01-01,40.7071990996,-74.0037002996
"Midtown-Midtown South",2016-10-01,40.7625932996,-73.9830769002
"Upper East Side-Carnegie Hill",2016-01-01,40.7859597986,-73.9518056716
"Gramercy",2016-05-01,40.7402459997,-73.9823829995
"Crown Heights North",2016-01-01,40.6804380001,-73.9504259998
"Crown Heights North",2018-01-01,40.6723020003,-73.9574577399
"Lincoln Square",2018-05-01,40.7762375301,-73.9823380401
"Middle Village",2016-01-01,40.7205079996,-73.8849379996
"St. Albans",2016-01-01,40.687191,-73.7695589996
"Chinatown",2016-01-01,40.7102499999,-73.9979799999
"Rego Park",2016-01-01,40.7298459999,-73.8616039997
"Midtown-Midtown South",2016-04-01,40.7655220001,-73.9835929997
"SoHo-TriBeCa-Civic Center-Little Italy",2016-09-01,40.7180331004,-74.0010155599
"Central Harlem South",2016-01-01,40.8095759996,-73.9516890006
"Washington Heights North",2018-02-01,40.84969774,-73.9333224702
"Fort Greene",2016-01-01,40.6943939999,-73.9750541995
"Richmond Hill",2017-08-01,40.6950484496,-73.8466559495
"Mott Haven-Port Morris",2016-01-01,40.811544,-73.9141379999
"Carroll Gardens-Columbia Street-Red Hook",2016-01-01,40.6733489997,-74.0082350005
"South Jamaica",2016-01-01,40.7029820003,-73.7851219996
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7193180004,-74.0068860004
"Prospect Lefferts Gardens-Wingate",2016-01-01,40.6508430002,-73.9495749998
"Midtown-Midtown South",2016-05-01,40.7642122496,-73.9845445901
"Bellerose",2016-01-01,40.7351569903,-73.7170989707
"park-cemetery-etc-Bronx",2016-01-01,40.8366600004,-73.8949810001
"West Concourse",2016-01-01,40.8275519998,-73.9291579998
"East Flatbush-Farragut",2017-10-01,40.6509474903,-73.9455446295
"Upper East Side-Carnegie Hill",2018-03-01,40.779453812,-73.9596808907
"New Springville-Bloomfield-Travis",2016-01-01,40.5920230001,-74.1380559998
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.699743,-73.9868849999
"Park Slope-Gowanus",2017-08-01,40.6662297103,-73.9890566195
"Upper West Side",2016-05-01,40.7868960404,-73.97748309
"Astoria",2017-06-01,40.7668938002,-73.9215456306
"Park Slope-Gowanus",2016-01-01,40.6773159996,-73.9831100002
"Woodside",2017-03-01,40.7407269999,-73.8998640006
"Fort Greene",2016-01-01,40.6863709996,-73.9785409997
"Yorkville",2016-03-01,40.7785999997,-73.9539900004
"Central Harlem North-Polo Grounds",2016-10-01,40.8188969998,-73.9446589997
"Elmhurst",2017-08-01,40.7467977541,-73.8912148551
"Hamilton Heights",2017-07-01,40.8222119996,-73.9501179997
"Midtown-Midtown South",2016-01-01,40.7617279996,-73.9838489999
"Clinton",2016-04-01,40.7586660798,-73.9889004894
"Forest Hills",2017-03-01,40.7224991699,-73.8507769605
"Elmhurst",2017-09-01,40.7488783104,-73.87146338
"East Village",2017-05-01,40.7294359297,-73.9838236901
"Prospect Heights",2018-03-01,40.6736920002,-73.9628690295
"Eastchester-Edenwald-Baychester",2016-01-01,40.8736400002,-73.8405860006
"East Flatbush-Farragut",2018-07-01,40.6513409997,-73.9401659996
"Elmhurst",2017-04-01,40.7353873998,-73.8762542303
"East New York",2016-01-01,40.6745419999,-73.8965479999
"East New York",2016-01-01,40.658385,-73.8875829994
"Flatbush",2016-01-01,40.6408035472,-73.9659650781
"Manhattanville",2016-01-01,40.8178940001,-73.9476490003
"Erasmus",2017-09-01,40.6478873703,-73.9580506303
"Far Rockaway-Bayswater",2016-01-01,40.5964789998,-73.7449879997
"Manhattanville",2016-07-01,40.8207641899,-73.9548075299
"Mott Haven-Port Morris",2018-07-01,40.8089096601,-73.92220947
"Morningside Heights",2016-09-01,40.8099650001,-73.9588889999
"Battery Park City-Lower Manhattan",2016-01-01,40.7106880002,-74.0110289997
"Melrose South-Mott Haven North",2016-12-01,40.8195679996,-73.9133879999
"East Williamsburg",2016-01-01,40.7145650003,-73.9440530001
"Morrisania-Melrose",2018-07-01,40.8236462899,-73.9140299405
"Brooklyn Heights-Cobble Hill",2016-01-01,40.6908829998,-73.9896349995
"Midtown-Midtown South",2017-06-01,40.7464256102,-73.98581619
"West Concourse",2017-07-01,40.8351329804,-73.9197970301
"Turtle Bay-East Midtown",2018-05-01,40.7581545403,-73.9627933503
"West New Brighton-New Brighton-St. George",2016-01-01,40.6448160003,-74.1004430003
"West Village",2016-01-01,40.7323380004,-74.0004949999
"East Harlem North",2017-11-01,40.7984879998,-73.9415419998
"Crown Heights North",2017-03-01,40.6759649997,-73.9500080005
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6893190003,-73.9871619999
"East Village",2017-08-01,40.7286218403,-73.9844186704
"East Village",2016-09-01,40.7282316904,-73.9878175205
"Morningside Heights",2016-06-01,40.8035790002,-73.9669169996
"Upper East Side-Carnegie Hill",2016-03-01,40.7795349999,-73.9537149999
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7436317201,-74.0059179066
"Brooklyn Heights-Cobble Hill",2017-03-01,40.6960704402,-73.99126379
"New Springville-Bloomfield-Travis",2016-01-01,40.5919040003,-74.1385730002
"Old Astoria",2018-06-01,40.7710546001,-73.92149601
"Norwood",2016-01-01,40.8760990001,-73.8773840001
"Bedford",2016-01-01,40.694568,-73.9490459996
"Jamaica",2016-09-01,40.7027335102,-73.8020188905
"Gramercy",2018-04-01,40.7340309997,-73.9864879998
"East Harlem North",2016-01-01,40.801112,-73.9437959994
"Battery Park City-Lower Manhattan",2016-01-01,40.7065010001,-74.0045012998
"Turtle Bay-East Midtown",2018-02-01,40.7567799996,-73.9669799999
"Flushing",2016-01-01,40.7579700002,-73.8252410001
"Murray Hill-Kips Bay",2016-01-01,40.7438226298,-73.9799076544
"Cypress Hills-City Line",2017-11-01,40.6847015539,-73.8683087895
"Midtown-Midtown South",2019-02-01,40.7460729996,-73.9907319999
"Elmhurst",2016-12-01,40.7345451604,-73.8747045798
"Central Harlem North-Polo Grounds",2016-01-01,40.8149520001,-73.9389410004
"Park Slope-Gowanus",2016-01-01,40.6808290004,-73.975098
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.713051,-74.008811
"Upper West Side",2018-06-01,40.7891824702,-73.9700753495
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7409492377,-74.0034019945
"Midtown-Midtown South",2018-02-01,40.7473911282,-73.986182923
"Seagate-Coney Island",2016-01-01,40.5734390003,-73.9782970003
"Manhattanville",2017-06-01,40.8155937704,-73.9545072605
"Hammels-Arverne-Edgemere",2016-01-01,40.593146783,-73.7840400286
"St. Albans",2016-01-01,40.6925280532,-73.760108788
"Lenox Hill-Roosevelt Island",2016-01-01,40.7641165801,-73.9589477795
"Old Town-Dongan Hills-South Beach",2016-01-01,40.5772219997,-74.0785809996
"Battery Park City-Lower Manhattan",2016-01-01,40.7028008004,-74.0094985998
"East Tremont",2018-07-01,40.8461897602,-73.8921943296
"Upper West Side",2018-01-01,40.7980180002,-73.9695569999
"Washington Heights South",2016-01-01,40.8462000002,-73.9413470005
"Clinton",2017-11-01,40.7676631208,-73.9894897367
"Kew Gardens",2016-01-01,40.7025659997,-73.8168590001
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7424920001,-73.9869060006
